id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
183862,218567,Frogger,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183869,218568,Frogger,NULL,1998-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183871,218570,Frogger,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70553,116157,Frontal Attack,NULL,1998-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
181427,11235,Future Cop: LAPD,NULL,1998-08-31 00:00:00.000,3,NULL,65.0000,1,78.0832,20
182418,3489,F-Zero X,NULL,1998-07-14 00:00:00.000,19,NULL,NULL,NULL,81.1334,60
69472,62380,G.O.D Pure: Growth or devolution,NULL,1998-02-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174489,219439,Galaxy Games StarPak 2,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66716,40146,Gals Hustler,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119131,40144,Gals Panic S: Extra Edition,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104655,84643,Game Boy Camera,NULL,1998-02-21 00:00:00.000,NULL,NULL,NULL,NULL,70.0217,5
45007,1689,Game Boy Wars 2,NULL,1998-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184717,68750,Ganbare Goemon: Kuru Nara Koi! - Ayashi Geikka no Kuroi Kage,NULL,1998-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183675,213887,Ganbare Morikawa Kun 2nd PET ON TV,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4827,9230,Gangsters: Organized Crime,NULL,1998-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129474,25801,Ganja Farmer,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176794,3501,Gauntlet Legends,NULL,1998-10-01 00:00:00.000,3,NULL,NULL,NULL,76.4942,12
47480,49126,Gekitou Power Modeller,NULL,1998-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58580,79899,Gemstone IV,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44004,73458,Genetic Species,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81566,38019,Genjuu Ryodan,"It takes place in the fictional world of Vulcandra, where monsters and humans once lived in harmony together. However, things get serious after the antagonist Skullkaiser and his hellish army breaks out of the big volcano Nifelgap. The kingdom of Belborg uses the state of chaos over Volcandra to declare themselves to be the doubtful saviors of humanity and subjugate numerous smaller kingdoms. The player takes control of the “peaceful” kingdom of Earthring, which are on the edge of their defeat against Belborg.",1998-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70310,142635,Genocide,"Twelve years after being convicted and tortured for murder, a biodroid escapes from a maximum security prison planet into the prohibited zone, home of some of the most violent pirates of the universe. Once again, mankind is pitted against its most deadly enemy. Plundering remote planets using captured Colonial Marine strike weaponry, the perfect fighting machine now has only one mission: mankind's extinction.",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129188,39462,Get Bass: Sega Bass Fishing,NULL,1998-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160233,71795,Get Medieval,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66426,3504,Getter Love!!: Chou Renai Party Game Tanjou,NULL,1998-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104327,47758,Gex 64: Enter the Gecko,"Following his victory over Rez in the Media Dimension, Gex has retired from the public eye and turned to solitude. Two years later, his quiet life is soon turned upside down when one day he was watching television when all of a sudden, it goes blank and Rez's image begins flashing on the screen. Two government agents appear and abduct Gex to their headquarters, in which Gex is interrogated. The agents explain that Rez has returned and they need his help in taking him down again. Gex refuses, saying that he has already saved the world once and that they should try to find someone else. When the agents make a fair negotiation for a huge sum of cash and gadgets, Gex tells them everything. He accepts the mission, to which he leaves the building and is then accosted by a female agent who introduces herself as Agent Xtra and wishes him good luck.

After navigating numerous television channels in the Media Dimension, Gex finally confronts Rez and the two battle once again until Gex drops a huge television set on Rez severely weakening him. In desperation, Rez tells Gex through a television that he is his father. Gex merely turns the television off; whether or not he believes Rez is unknown. In the final scene, Gex shares a hotel room with Nikki from the Pandemonium series.",1998-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174803,3506,Gex: Enter the Gecko,NULL,1998-01-31 00:00:00.000,3,NULL,NULL,NULL,73.6333,26
4968,45011,Gex: Return of the Gecko,NULL,1998-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191522,218040,Giga Pets Plus: A Bug's Life,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187134,218036,Giga Pets Plus: Giga Circus,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187133,218037,Giga Pets Plus: Giga Farm,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156297,218038,Giga Pets Plus: Giga Pound,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26563,198880,Giga Pets Plus: Rugrats,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191515,218041,Giga Pets Plus: Small Soldiers,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187090,218046,Giga Pets: Babe and Friends,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191513,218051,Giga Pets: Barbie - Precious Kitty,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187094,218050,Giga Pets: Barbie - Precious Puppy,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187091,218048,Giga Pets: Looney Tunes - Taz Mania,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155417,218047,Giga Pets: Looney Tunes - Tweety,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191521,218049,Giga Pets: Oreo,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191519,218042,Giga Pets: Rugrats Reptar,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191514,218044,Giga Pets: Star Wars - R2-D2,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191520,218045,Giga Pets: Star Wars - Rancor,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187089,218043,Giga Pets: Star Wars - Yoda,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132338,209622,Girl Doll Toy: Tamashii o Kudasai,NULL,1998-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28837,88366,Glider,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,1
189684,3348,Glover,"In a peaceful, idyllic kingdom, a kindly wizard rules over various lands from his large castle. The beauty and harmony of the kingdom are protected by seven magical crystals, which sit on the spires of the castle. The wizard is aided in his magic by a pair of magic, four-fingered gloves, which are sentient. One day, though, the wizard accidentally mixes together a bad batch of potions, which create a massive explosion. The mishap turns the wizard into a statue, and sends his magic gloves in two directions—one flies out the window, while the other lands in a cauldron. The explosion also shakes the crystals from the spires, and they hurtle to the ground. The glove that landed outside—Glover—quickly casts a spell to transform the crystals into rubber balls to prevent them from shattering on the ground. They bounce away, entering the magical realms around the kingdom. Without the crystals, though, the world transforms into a foggy, desolate wasteland. To make matters worse, the other glove is corrupted by the potion in the cauldron and becomes the villain, Cross-Stitch.",1998-11-16 00:00:00.000,1,NULL,NULL,NULL,68.6806,15
6678,75892,Godzilla,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59484,45824,Godzilla Generations,NULL,1998-02-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103466,72723,Godzilla Online,"Godzilla: Online is a fast-paced action game that takes place soon after the events of the 1998 film, Godzilla. New York City has come under attack by newly hatched Baby Godzillas. Players can assume the role of a soldier with his sights set on eradicating the baby Godzillas. Scientists attempt to take blood samples of the baby Godzillas while defending themselves from the soldiers and the new baby Godzilla threat. Baby Godzilla strive to evolve into a larger adult Godzilla while defending themselves against soldiers and scientists. The reporters' main goal is to film all the chaos between the three opposing groups and avoiding getting killed at all costs. Godzilla: Online is further noteworthy, as it is one of the few games (and fewer multiplayer games) to use voxels to render its characters and environments.",1998-05-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104849,72806,Godzilla Trading Battle,"Using cards featuring monsters from all reaches of Godzilla and Toho lore, the player must help defend the Earth from a hostile alien invasion. 
 
After defeating the Story mode, the player can access duels and earn even more and rarer cards.",1998-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187879,3508,Goemon's Great Adventure,NULL,1998-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158253,43831,Goiken Muyou II,NULL,1998-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45025,80525,Go-Jin Senki,"The game begins in the ruins of the main character town after being attacked by those robots. It is then, in the burning ruins of what once was her home when she realized that she got to fight against that evil army to recover their land and regain peace again.",1998-08-06 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
126892,161710,Gold Games 3,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172574,218154,Golden Logres,"Golden Logres is set in the ruined kingdom of Logres after the Last Battle. King Arthur, seriously wounded in the battle, has been taken to Glass Island -- the Island of the Dead -- to await his revival. Arthur's guardian wizard, Merlin, has been confined by the witch Nimue. As the game begins, no one remains but Sir Bedivere, the last surviving knight -- and you!

The purpose of the game is to revive the 11 Knights of the Round Table and restore the Kingdom of Logres. To achieve this glorious goal, you must complete ten missions, running through three separate tables!",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119739,3374,Golden Nugget 64,NULL,1998-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8018,39070,Goody,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10848,38644,Got-cha Mini Game Festival,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47862,59634,Graal Online,NULL,1998-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122606,729,Grand Prix Legends,NULL,1998-10-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
30644,46951,Grand Slam Turkey Hunt,NULL,1998-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170048,21658,Grandia: Digital Museum,NULL,1998-05-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
21337,51830,Great Battles Collector's Edition,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32474,94734,Great Hits,NULL,1998-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25821,41482,Grid Shock,NULL,1998-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192359,181,Grim Fandango,"The game is divided into four acts, each taking place on November 2 on four consecutive years. Manuel ""Manny"" Calavera is a travel agent at the Department of Death in the city of El Marrow, forced into his job to work off a debt ""to the powers that be"". Manny is frustrated with being assigned clients that must take the four-year journey and is threatened to be fired by his boss, Don Copal, if he does not come up with better clients. Manny steals a client, Mercedes ""Meche"" Colomar, from his co-worker Domino Hurley. The Department computers assign Meche to the four-year journey even though Manny believes she should have a guaranteed spot on the ""Number Nine"" luxury express train due to her pureness of heart in her life. After setting Meche on her way, Manny investigates further and finds that Domino and Don have been rigging the system to deny many clients Double N tickets, hoarding them for the boss of the criminal underworld, Hector LeMans. LeMans then sells the tickets at an exorbitant price to those that can afford it. Manny recognizes that he cannot stop Hector at present and instead, with the help of his driver and speed demon Glottis, he tries to find Meche on her journey in the nearby Petrified Forest. During the trip Manny encounters Salvador ""Sal"" Limones, the leader of the small underground organization Lost Souls Alliance (LSA), who is aware of Hector's plans and recruits Manny to help. Manny arrives at the small port city of Rubacava and finds that he has beaten Meche there, and waits for her to show up.

A year passes, and the city of Rubacava has grown. Manny now runs his own nightclub off a converted automat near the edge of the Forest. Manny learns from Olivia Ofrenda that Don has been ""sprouted"" for letting the scandal be known and that Meche was recently seen with Domino leaving the port. Manny gives chase and a year later tracks them to a coral mining plant on the Edge of the World. Domino has been holding Meche there as a trap to lure Manny. All of Domino's clients who had their tickets stolen are also being held there and used as slave labor, both to make a profit with the coral mining and as a way to keep Hector's scandal quiet. Domino tries to convince Manny to take over his position in the plant seeing as he has no alternative and can spend the rest of eternity with Meche but he refuses. After rescuing Meche, Manny defeats Domino by causing him to fall into a rock crusher. Manny, along with Meche, Glottis and all the souls being held at the plant then escape from the Edge of the World.

The three travel for another year until they reach the terminus for the Number Nine train before the Ninth Underworld. Unfortunately, the Gate Keeper to the Ninth Underworld won't let the souls progress without their tickets, mistakenly believing they have sold them. Meanwhile, Glottis has fallen deathly ill. Manny learns from demons stationed at the terminus that the only way to revive Glottis is to travel at high speeds to restore Glottis' purpose for being summoned. Manny and the others devise a makeshift fuel source to create a ""rocket"" train cart, quickly taking Manny and Meche back to Rubacava and saving Glottis' life. The three return to El Marrow, now found to be fully in Hector's control and renamed as Nuevo Marrow. Manny regroups with Sal and his expanded LSA and with the help of Olivia, who volunteered to join the gang earlier in Rubacava, and is able to learn about Hector's current activities. Further investigation reveals that Hector not only has been hoarding the Number Nine tickets, but has created counterfeit versions that he has sold to others. Manny tries to confront Hector but is lured into another trap by Olivia, who has also captured Sal, and is taken to Hector's greenhouse to be sprouted. Manny is able to defeat Hector after Sal sacrifices himself to prevent Olivia from interfering. Manny and Meche are able to find the real Double N tickets, including the one that Meche should have received. Manny makes sure the rest of the tickets are given to their rightful owners; in turn, he is granted his own for his good deeds. Together, Manny and Meche board the Number Nine for their happy journey to the Ninth Underworld.",1998-10-28 00:00:00.000,161,NULL,NULL,NULL,86.0768,306
166707,67774,Groove Jigoku V,NULL,1998-01-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176887,210726,GT 24,NULL,1998-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76446,3375,GT 64: Championship Edition,NULL,1998-04-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129846,46809,Guardian Force,NULL,1998-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42697,123006,Guardian Recall,The game takes place in a near future when an evil organization wants to conquer the world using demons and other creatures to help them.,1998-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27807,40156,Guardian Storm,NULL,1998-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141374,22835,Guardian's Crusade,NULL,1998-09-23 00:00:00.000,NULL,NULL,71.0000,1,NULL,NULL
190963,9140,Guilty Gear,NULL,1998-05-14 00:00:00.000,6,NULL,NULL,NULL,79.4546,25
114687,56031,Gunbare! Game Tengoku: The Game Paradise 2,NULL,1998-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193854,40150,Gunbird 2,NULL,1998-02-01 00:00:00.000,1,NULL,76.0000,1,NULL,NULL
34260,45006,Gundam: Battle Assault,NULL,1998-03-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46653,46048,Gungriffon II,NULL,1998-04-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100584,62095,Gunmen Wars,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114530,23152,GUNNM Martian Memory,NULL,1998-09-27 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
173679,50140,H.E.D.Z. - Head Extreme Destruction Zone,NULL,1998-10-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114148,65147,Hakaioh: King of Crusher,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156556,179382,Hanabi Fantast,NULL,1998-07-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177251,28143,Hard Truck: Road to Victory,NULL,1998-03-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
134145,44983,Hardball 99,NULL,1998-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88099,19566,Hardwar,"Titan. An icy Moon in our solar system and full of forgotten mines, dug into the craters. They were big once, but corporations have abandoned them with workers and settlers, who are fighting for survival. Welcome to the gloomy city of Misplaced Optimism...

Clans have formed since then, and the political and military situation has evolved. These organisations plunder and slowly deplete the scarce resources that sustain them, permanently faced with the slightest opportunity to tilt the balance in their favour.

But the clans of today are no longer the major corporations of the past. Their lack of confidence has resulted in very specific ways, power remains under the control of a few rare elect. Centuries of inbreeding, frantic cloning, of genocide, sterilisation and other sordid genetic manipulations resulted in a race that looks far from the human species. After two centuries of isolation, the inhabitants of Titan have plunged into genetic and moral corruption. Nothing motivates them any more, but they have a common desire: leave this cold and hostile rock.

Those who know how to fly still have a chance to escape by trading or by engaging in the fierce struggle for power, a result of the social tension constantly increasing. Information, thoughts, hunches and rumours are propagated in the city by Hardwarp FM, always on the lookout for fresh news. For many, this is the only way to keep from going crazy... but for others, it is an opportunity to earn even more...",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116619,39479,Harley-Davidson & L.A. Riders,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62650,220737,Harvest Moon GBC,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84039,138996,Hatsukoi Valentine Special,NULL,1998-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82324,218849,Haunted Castle II,Fight Dracula in his castle. Cross 10 Levels of terror starting from the Camilla Cemetery.,1998-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109043,98693,Hazard,NULL,1998-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103214,6433,Heart of Darkness,"The game follows Andy, a child who hates his abusive teacher, loves his dog Whiskey, and has nyctophobia (fear of darkness). One day, Andy and Whiskey head for the park. A solar eclipse occurs while they're there. During the eclipse, Whiskey is taken away by an unseen creature. Andy then rushes to his treehouse, where he keeps his inventions, and jumps inside a spaceship to find Whiskey. He takes off and finds himself in the Darklands, which is a portion of the Heart of Darkness. Inhabited by creatures of the night and ruled over by an evil sorcerer that's known as the Master of Darkness, the Darklands are extremely dangerous. Andy must find it in himself in order to rescue Whiskey and find a way home.

Andy collides his spaceship into a winged shadow creature and crashes in a canyon on the outskirts of the Darklands. Here, his gun is eaten by a giant monster. Andy manages to escape into the swamps, only to run into more danger while unarmed. Meanwhile, the Master of Darkness is abusing his servant when a winged shadow arrives with a sack that has Whiskey in it. Angered by the mistake (the shadow was supposed to capture Andy), the Master of Darkness kills the shadow and takes his anger out on his servant by throwing him at a spiked wall. However, the monster that swallowed Andy's gun appears, accidentally saving the servant, and explains Andy being in the Darklands. The Master of Darkness then orders his minions to search the Darklands for him.

Deep in the swamp, Andy saves a winged creature that's named Amigo that starts to carry him to his home island, but is dazed by a fireball that was thrown from a winged shadow and drops Andy into a lake. At the bottom of the lake, Andy comes across a magic rock that grants him the power to manipulate plants and destroy enemies. After resurfacing, Andy is rescued once again by Amigo, who takes Andy back to his home and introduces him to his people. Andy wins their approval by creating an apple tree for them. The Amigos then agree to hide Andy in their village, but the shadows attack and destroy the village when night falls. However, Andy manages to slip away. After reuniting with the Amigos, Andy witnesses an Amigo fall to the evil ground, and becomes a winged shadow within contact. Andy convinces the Amigos to obtain the magic rock's power and wage war on the Master of Darkness.

With their newfound powers the Amigos help Andy slip into the Master of Darkness's lair. While in there, Andy is captured and thrown into a cell with Whiskey, but manages to escape and free Whiskey. Meanwhile, the Master of Darkness's minions have found the magic rock and bring it to the Master, who destroys it, thus draining Andy and the Amigos' powers. Unarmed once again, Andy can only run from the shadows. While fleeing, he accidentally falls into a hole and lands on top of the giant monster, who promptly swallows Andy whole. However, he is able to escape by obtaining his gun from the monster's stomach and blasting him in half from within. He then encounters the servant and forces him to help defeat the Master of Darkness and find Whiskey. The servant tells Andy that the only way to defeat the Master of Darkness is to drop the completed magic rock into the dark portal. Andy then searches for the fragments of the rock in order to reform it. He manages to obtain all but one piece, which is laying on the bridge near the portal. While Andy is fighting his way to the bridge, the servant betrays Andy by kicking Whiskey into the portal.

After fighting countless shadows and dodging several fire blasts that are thrown by the Master of Darkness, Andy makes it to the bridge and obtains the final piece. The Amigos then tie up the servant and lower the rock onto the bridge, crushing the servant in the process. Ignoring the Master of Darkness's claim that everyone will be killed if he does so, Andy connects the final piece of rock, which then falls into the portal, which begins destroying the castle and the platform that the Master of Darkness floats on. He then falls into the portal, but manages to take Andy with him.

They find themselves in the main area of the Heart of Darkness, where they battle. Andy wins the fight and then hears the sound of a door opening, only to see red eyes approaching. He prepares to strike, but lights come on from Andy's mother, revealing that the eyes are Whiskey, and they are in Andy's tree house...the whole thing was in Andy's imagination. Andy's mother calls them to dinner. After being kissed goodnight by his mother, Andy taunts Whiskey's fear of the dark a bit and then turns the nightlight off, revealing that he has conquered his fear of the dark thanks to his make-believe journey. The scene then shows the Amigos finding the wreckage of Andy's ship, with the servant also there tied up, being harassed, revealing that Andy's adventure was not imaginary.",1998-07-04 00:00:00.000,27,NULL,50.0000,0,78.9634,52
134745,38000,Heiwa Parlor! Mini 8,NULL,1998-03-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149122,66865,Heiwa Parlor! Mini 8: Pachinko Jikki Simulation Game,NULL,1998-01-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83918,14160,Hellnight,"The future Tokyo is a megapolis built on top of a huge system of underground tunnels and sewers. A rumor is heard that in this underground world hide the followers of a mysterious cult, known as the Dark Messiah. At the same time a symbiotic life form escapes from scientists and makes it's way into the sewer system. There it causes the crash of a subway train and starts devouring the passengers on board. A lone hero, along with a schoolgirl Naomi Sugiura are the only survivors of the crash.... and must flee from the creature in order to survive.",1998-06-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74668,3687,Hello Kitty's Cube Frenzy,NULL,1998-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122905,20752,Heretic II,"After Corvus returns from his banishment, he finds that a mysterious plague has swept the land of Parthoris, taking the sanity of those it does not kill. Corvus, the protagonist of the first game, is forced to flee his hometown of Silverspring after the infected attack him, but not before he is infected himself. The effects of the disease are held at bay in Corvus’ case because he holds one of the Tomes of Power, but he still must find a cure before he succumbs.",1998-11-01 00:00:00.000,5,NULL,NULL,NULL,77.3726,14
149816,51821,Heroes of Might and Magic II: Gold,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,83.1957,10
47667,143495,Heroes of the Three Kingdoms,NULL,1998-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90859,61565,Heroine Dream 2,NULL,1998-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195368,8310,Hexplore,"Set in 1000 AD, the player explores the world as MacBride, the adventurer. Early in the game you are joined by three party members, an archer, a warrior and a sorcerer. The player must track down Garkham, the black magician, to free the main characters' companions that were taken prisoner.

The game continues the story from there, and characters may leave or join the party (of a maximum of four members) in subsequent missions. Most of the characters are optional, which means the user may or may not recruit them for future quests.",1998-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141751,2642,"Hey You, Pikachu!",NULL,1998-12-12 00:00:00.000,1,NULL,NULL,NULL,60.4041,10
47071,68250,High Heat Baseball 1999,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112278,107629,Himitsu Sentai Metamor V,NULL,1998-04-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13500,198634,Hip Jog Jog,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41796,58319,Hissatsu Pachi-Slot Station,NULL,1998-08-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65342,70338,Honoo no Ryourijin: Cooking Fighter Hao,NULL,1998-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141978,173415,Honya Monogatari,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73436,93389,Hopkins FBI,NULL,1998-10-23 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
73129,28370,Horké léto,"The main character of the game is Honza Majer, who will introduce himself at the beginning of the game with the words: ""I am an ordinary kid. Guys call me Rambo and girls asshole. Otherwise, I'm Majer. Honza Majer"".   
  
Honza's father is a professor of botany and so whole family go with him to the Pacific  Island where he can study local flora. But one day all, but Honza who was just hiding before any work in the jungle, are captured. And we have to save them.",1998-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
34781,77630,Hoshi de Hakken!! Tamagotchi,NULL,1998-02-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32808,26688,Hot Wheels Stunt Track Driver,NULL,1998-10-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77182,69737,Hoyle Board Games,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26914,210057,Hoyle Craps and Blackjack,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14407,204887,Hugo,"The players have their hands full to once again rescue Hugolina and the troll kids from Scylla, who needs them to regain her youth. Will the player be able to free Hugo's family and bring peace to the forest, or will the evil witch finally manage to defeat the little troll this time?",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26281,210053,Humpty's Castle Adventure,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116735,144139,Humpty's Scramble,"While taking a walk in the forest, Humpty and Hammlet encounter an evil wizard who kidnaps Hammlet with the intent to perform various ""cooking experiments"" on him. The wizard agrees to let Hammlet free only if Humpty can find his dungeon.",1998-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
94659,41480,Hypnotic Lights,NULL,1998-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115864,180837,Iceman: Digital PlayStage,NULL,1998-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162676,202785,Idol Mahjong Final Romance 4,NULL,1998-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104558,78014,iF/A-18E Carrier Strike Fighter,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114755,3394,Iggy's Reckin' Balls,NULL,1998-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32881,25120,Incoming,NULL,1998-03-23 00:00:00.000,NULL,NULL,NULL,NULL,79.6586,5
186265,9910,Industry Giant,NULL,1998-04-14 00:00:00.000,2,NULL,NULL,NULL,60.0000,2
23917,62559,Initial D Gaiden,"Story mode lets you choose between 4 characters, depending on which story you select, it follows the main parts of the manga (like Takumi racing against Ryosuke for example) or not (Natsuki's story for example does not follow the manga at all, as she's not a street racer to begin with).",1998-03-06 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
21990,97532,Initial D: Koudou Saisoku Densetsu,NULL,1998-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
